 ,X,Y
1,209.139,197.066
2,440.000,195.000
3,327.113,285.983
4,325.500,277.500
5,331.500,279.000
6,209.139,197.066
7,440.000,195.000
8,327.113,285.983
9,325.500,277.500
10,331.500,279.000
