 ,X,Y
1,213.189,237.600
2,445.500,243.500
3,445.203,250.770
4,323.818,331.670
5,344.500,330.500
6,333.500,331.500
7,213.189,237.600
8,445.500,243.500
9,445.203,250.770
10,323.818,331.670
11,344.500,330.500
12,333.500,331.500
