 ,X,Y
1,213.469,206.406
2,328.024,300.430
3,314.500,289.100
4,326.500,295.643
5,329.500,302.500
6,213.469,206.406
7,328.024,300.430
8,314.500,289.100
9,326.500,295.643
10,329.500,302.500
