 ,X,Y
1,429.900,235.300
2,215.273,250.545
3,352.500,271.500
4,308.000,278.000
5,311.000,279.500
6,319.068,301.376
7,325.602,324.825
8,311.500,325.500
9,314.500,325.500
10,429.900,235.300
11,352.500,271.500
12,308.000,278.000
13,311.000,279.500
14,319.068,301.376
15,325.602,324.825
16,311.500,325.500
17,314.500,325.500
